,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Comment,Tijd_Came,Tijd_Went,Tijd_ack,UUID,DPE,seconden
18486,2015-12-07 13:56:10.674,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449496570
18494,2015-12-07 13:56:08.593,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449496568
18514,2015-12-07 13:56:08.416,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,82,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449496568
19008,2015-12-07 13:16:20.789,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449494180
19124,2015-12-07 13:15:00.190,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449494100
19145,2015-12-07 13:14:58.086,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449494098
19152,2015-12-07 13:14:58.001,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449494098
19224,2015-12-07 13:12:41.081,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449493961
19329,2015-12-07 13:11:21.010,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449493881
19348,2015-12-07 13:11:18.979,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449493878
19358,2015-12-07 13:11:18.880,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449493878
20224,2015-12-08 12:38:28.278,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449578308
20353,2015-12-08 12:37:16.451,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449578236
20375,2015-12-08 12:37:14.384,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449578234
20382,2015-12-08 12:37:14.257,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449578234
20453,2015-12-08 12:34:19.480,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449578059
20567,2015-12-08 12:33:00.245,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449577980
20588,2015-12-08 12:32:58.175,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449577978
20595,2015-12-08 12:32:58.100,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449577978
20945,2015-12-08 12:21:02.381,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449577262
21063,2015-12-08 12:19:50.627,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449577190
21086,2015-12-08 12:19:48.385,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449577188
21094,2015-12-08 12:19:48.267,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449577188
21197,2015-12-08 12:18:08.883,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449577088
21317,2015-12-08 12:16:49.187,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449577009
21340,2015-12-08 12:16:47.082,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449577007
21347,2015-12-08 12:16:47.018,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449577007
21741,2015-12-08 10:50:42.902,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449571842
21860,2015-12-08 10:49:25.335,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449571765
21883,2015-12-08 10:49:23.283,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449571763
21891,2015-12-08 10:49:23.163,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449571763
22009,2015-12-08 10:45:50.684,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449571550
22116,2015-12-08 10:44:30.134,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449571470
22139,2015-12-08 10:44:28.078,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449571468
22146,2015-12-08 10:44:28.010,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449571468
22502,2015-12-08 08:17:34.481,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449562654
22646,2015-12-08 08:16:13.424,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449562573
22667,2015-12-08 08:16:11.277,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449562571
22674,2015-12-08 08:16:11.176,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449562571
22746,2015-12-08 08:13:22.284,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449562402
22851,2015-12-08 08:12:00.854,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449562320
22873,2015-12-08 08:11:58.777,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449562318
22880,2015-12-08 08:11:58.639,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449562318
23319,2015-12-08 00:59:37.396,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449536377
23457,2015-12-08 00:58:17.926,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449536297
23480,2015-12-08 00:58:15.792,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449536295
23488,2015-12-08 00:58:15.670,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,56,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449536295
23600,2015-12-08 00:53:25.696,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449536005
23713,2015-12-08 00:52:02.595,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449535922
23718,2015-12-08 00:52:02.595,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449535922
23741,2015-12-08 00:52:02.405,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,56,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449535922
24244,2015-12-09 21:46:09.786,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449697569
24367,2015-12-09 21:44:50.784,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449697490
24388,2015-12-09 21:44:48.780,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449697488
24395,2015-12-09 21:44:48.665,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,32,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449697488
24459,2015-12-09 21:43:05.585,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449697385
24572,2015-12-09 21:41:43.241,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449697303
24587,2015-12-09 21:41:41.286,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449697301
24601,2015-12-09 21:41:41.172,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,32,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449697301
25057,2015-12-09 18:54:33.000,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449687273
25176,2015-12-09 18:53:13.312,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449687193
25199,2015-12-09 18:53:11.197,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449687191
25207,2015-12-09 18:53:11.073,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449687191
25319,2015-12-09 18:43:48.994,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449686628
25430,2015-12-09 18:42:26.843,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449686546
25453,2015-12-09 18:42:24.690,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449686544
25460,2015-12-09 18:42:24.582,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449686544
25928,2015-12-09 13:59:03.678,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669543
26044,2015-12-09 13:57:51.932,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449669471
26067,2015-12-09 13:57:49.878,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669469
26075,2015-12-09 13:57:49.707,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449669469
26197,2015-12-09 13:54:35.483,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669275
26302,2015-12-09 13:53:16.035,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449669196
26322,2015-12-09 13:53:13.983,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669193
26331,2015-12-09 13:53:13.802,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449669193
26580,2015-12-09 13:51:34.986,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669094
26698,2015-12-09 13:50:19.305,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449669019
26717,2015-12-09 13:50:17.289,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449669017
26726,2015-12-09 13:50:17.148,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,39,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449669017
26797,2015-12-09 13:48:40.181,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449668920
26911,2015-12-09 13:47:19.635,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449668839
26933,2015-12-09 13:47:17.479,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449668837
26940,2015-12-09 13:47:17.345,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449668837
27313,2015-12-09 12:09:53.586,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449662993
27436,2015-12-09 12:08:41.288,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449662921
27459,2015-12-09 12:08:39.088,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449662919
27467,2015-12-09 12:08:38.958,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449662918
27569,2015-12-09 12:04:16.478,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449662656
27690,2015-12-09 12:02:56.232,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449662576
27710,2015-12-09 12:02:54.080,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449662574
27720,2015-12-09 12:02:53.922,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449662573
28072,2015-12-09 11:02:45.580,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449658965
28188,2015-12-09 11:01:33.342,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449658893
28211,2015-12-09 11:01:31.088,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449658891
28219,2015-12-09 11:01:30.942,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,54,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449658890
28490,2015-12-09 10:56:31.485,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449658591
28605,2015-12-09 10:55:11.428,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449658511
28626,2015-12-09 10:55:09.277,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449658509
28633,2015-12-09 10:55:09.173,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,54,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449658509
29149,2015-12-09 10:40:41.785,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449657641
29274,2015-12-09 10:39:24.325,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449657564
29294,2015-12-09 10:39:22.279,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449657562
29305,2015-12-09 10:39:22.110,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449657562
29416,2015-12-09 10:37:42.986,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449657462
29528,2015-12-09 10:36:21.066,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449657381
29536,2015-12-09 10:36:18.976,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449657378
29558,2015-12-09 10:36:18.809,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449657378
30098,2015-12-09 08:14:22.881,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449648862
30246,2015-12-09 08:13:00.289,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449648780
30267,2015-12-09 08:12:58.083,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449648778
30274,2015-12-09 08:12:58.025,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449648778
30344,2015-12-09 08:11:19.183,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449648679
30454,2015-12-09 08:09:54.282,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449648594
30459,2015-12-09 08:09:54.282,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449648594
30480,2015-12-09 08:09:54.086,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449648594
31079,2015-12-10 19:24:15.876,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449775455
31195,2015-12-10 19:22:57.162,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449775377
31212,2015-12-10 19:22:55.080,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449775375
31223,2015-12-10 19:22:54.963,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449775374
31297,2015-12-10 19:21:11.777,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449775271
31402,2015-12-10 19:19:49.280,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449775189
31410,2015-12-10 19:19:47.176,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449775187
31431,2015-12-10 19:19:47.054,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449775187
32030,2015-12-10 15:32:31.686,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449761551
32151,2015-12-10 15:31:19.199,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449761479
32172,2015-12-10 15:31:16.985,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449761476
32182,2015-12-10 15:31:16.853,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449761476
32295,2015-12-10 15:29:15.282,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449761355
32409,2015-12-10 15:27:55.008,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449761275
32431,2015-12-10 15:27:52.781,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449761272
32438,2015-12-10 15:27:52.694,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449761272
32799,2015-12-10 14:37:49.603,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449758269
32939,2015-12-10 14:36:36.827,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449758196
32963,2015-12-10 14:36:34.793,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449758194
32971,2015-12-10 14:36:34.732,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449758194
33070,2015-12-10 14:31:41.785,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449757901
33192,2015-12-10 14:30:21.527,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449757821
33214,2015-12-10 14:30:19.887,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449757819
33221,2015-12-10 14:30:19.773,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449757819
33454,2015-12-10 14:17:27.992,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449757047
33575,2015-12-10 14:16:14.942,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449756974
33585,2015-12-10 14:16:12.989,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449756972
33606,2015-12-10 14:16:12.853,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449756972
33712,2015-12-10 14:14:53.492,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449756893
33833,2015-12-10 14:13:32.842,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449756812
33856,2015-12-10 14:13:30.697,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449756810
33863,2015-12-10 14:13:30.589,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,77,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449756810
34245,2015-12-10 12:32:07.787,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449750727
34368,2015-12-10 12:30:54.838,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449750654
34391,2015-12-10 12:30:52.778,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449750652
34399,2015-12-10 12:30:52.616,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449750652
34502,2015-12-10 12:30:00.180,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449750600
34622,2015-12-10 12:28:39.919,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449750519
34644,2015-12-10 12:28:37.685,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449750517
34651,2015-12-10 12:28:37.602,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449750517
35289,2015-12-10 11:57:57.280,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449748677
35432,2015-12-10 11:56:44.045,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449748604
35451,2015-12-10 11:56:41.980,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449748601
35460,2015-12-10 11:56:41.791,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449748601
35521,2015-12-10 11:54:24.085,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449748464
35635,2015-12-10 11:53:03.681,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449748383
35654,2015-12-10 11:53:01.480,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449748381
35663,2015-12-10 11:53:01.339,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449748381
36121,2015-12-10 11:29:55.876,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449746995
36241,2015-12-10 11:28:42.790,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449746922
36260,2015-12-10 11:28:40.679,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449746920
36269,2015-12-10 11:28:40.549,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1449746920
36340,2015-12-10 11:28:21.578,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449746901
36446,2015-12-10 11:27:00.174,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449746820
36465,2015-12-10 11:26:58.082,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449746818
36474,2015-12-10 11:26:57.977,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,12,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1449746817
36882,2015-12-10 10:41:31.096,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1449744091
